,content
1485,《庆余年》，穿越权谋小说。权臣的成长之路，长辈荫庇之下左手监察院右手内库，凭借背诵博个诗仙名头。前面纯属YY，后头矛盾爆发，其实每个人都是坚定自己的理念，无对错之分。既来之则安之，笑看英雄不等闲。希望庆国的国民，每一位都能成为王；都能成为统治被称为“自己”这块领土的，独一无二的王。
1486,看到人家推荐于是找来看了一些，比较失望。对于一个12岁的孩子就把红楼梦拿出来获得才子称号的设定也太不切实际了，古人也不是傻子啊。主人公第一次参加诗会背的居然是杜甫的《登高》，16岁的孩子和这首诗完全不搭啊，作者古文功底还是有待提高。
1487,"终于，我终于看完了这本书。我不喜欢范闲，所以看得格外辛苦。但是这书的配角格外精彩，也许就如猫腻说的，我们本身都是范闲，所以崇敬那些理想主义者。这其中我特别喜欢陈萍萍和四顾剑。
陈萍萍身死的那一段，我的眼泪完全不受控制的往下掉，我好像能看到那个刑场，一身黑衣的范闲抱着他，听到范闲声嘶力竭的哭声。他太孤独了，不过好在，他有范闲。"
1488,根本看不下去，完全不明白为什么好评那么多……
1489,神作！没有之一！
1491,喜欢海棠朵朵这样的女子，也敬仰同情这样的女子。淡泊又强悍，宁静，又普通。渺小的身躯默默做着自己愿意做的事，为那家国，为那心中人，一生都毫不迟疑。不过，你懂我，我懂你，两人彼此相通，却为各自的坚持而坚持，实在让人心疼。【既来之，则安之】
1493,这大概是看过最无聊的故事写成的最精彩的网文小说
1494,对网文要宽容 哈哈 当闲书打发时间不错
1495,猫腻在网文咔里面的笔力是真不错啊  生抗下来这么长啊。陈萍萍不错啊
1496,我就是看着笑笑╮(╯▽╰)╭
1497,很不错的一本，一直很喜欢这个风格。很细腻，不粗。
1498,越读越烧脑。
1499,一整部看完了，就标记第一卷吧
1500,"配角比主角有魅力的多，陈萍萍，五竹，庆帝，皆为豪气干云之辈
就为陈萍萍 也值四星"
1501,"坑爹的副标题、打“穿越”的标签的时候怪不好意思的。
好在内容着实不错，母子双线穿越这个创意颇有搞头。不过，人物还是不够丰满，这让看惯了经常花一整章水一个配角的总管的我不太满意，希望接下去会好点"
1502,值得一读的网络书籍
1503,太长，看了大半本之后直接看了结尾。总得来说还可以，最近在看择天记，感觉比庆余年好看，就是更新太慢……
1504,细节方面总觉不如人意
1505,入戏好难，弃。
1506,映秀十年事，生者庆余年
1507,好
1508,范闲，安之。
1509,看的猫腻的第一本书，从此入坑。
1510,很好看的 就是太长
1511,开头中二气息略浓，不过接受了这种设定后面倒也不怎么尴尬。三星半。
1512,当初看得我停不下来，实在欢喜，尤其我还认识一位热情善良的陈萍萍，哈哈
1513,好看，昂。
1514,吊着口气在，不上不下的玩意。脱不开网文的俗套，又想卖弄文青的情怀，读起来晦涩又干涩。
1515,以前看来绝对是五星神作，今年又读了一遍感觉没那么神了
1516,很细腻
1517,霸气的四大宗师决战！！
1518,全部看完，装逼过头
1519,爱猫腻是因为居然可以用这么简单的字，把人写的这么丰满。
1520,神作
1522,他推荐给我
1523,网络小说这么高分数，你们太疯狂了吧。
1524,弃。
1525,断断续续看了近半年，每一章每一段每一句话都很考究让人迷恋，不过整个故事连在一起回味起来我却不知道作者猫腻想说的是什么。书、电影是有消遣的作用吧，不过我还是认为它存在的更深刻的意义是给人带来思考，是记录。所以现在并不爱连载的小说剧情类美剧这些。有精神力的作品还是应该连贯的每个情节都是有意义的。
1526,好看的穿越小说
1527,看完之后，忘掉了故事，只记得一个个生动刻骨的人物，在大东山下向读者们遥遥招手
1528,"确实不错，即使你嫌弃它是穿越文而且食之无为味也好，是一本受众广的网络小说也好，反正他就是好看。
  事实上这本小说就是一本充斥着阴谋斗争的成人童话，让人欲罢不能。至于狗血抄袭古诗词，我只能说一句:逼是一样的逼，装上分高低。"
1529,重生文里的经典
1530,范闲 四大宗师 军事博物馆 叶轻眉 瞎子
1531,文笔非常精彩，故事跌宕起伏。但过于离奇夸张，一分自私，三分权谋，两分天下人，四分则安之，有了太多不属于这个世界的东西，为了自己的一个理想世界去破坏了别人的理想。一个故事罢了，精彩即可！
1532,细看书里字字句句皆是小叶子
1533,花了将近4天的时间看了大约75% 很奇怪的是只能让我打3星的书却是少有的欲罢不能。当时不应该搜索作者的，看读的感觉一直以为是女性 发现是男性顿时接受不能 外加实在太长 顿时作罢
1534,太长，读了一些就弃了。。。。
1535,映秀十年事，生者庆余年，忍不住喜欢。每天除了吃饭睡觉就是看这本，一周刷完的。
1536,将武侠与宫斗完美地融合在了一起，更让人惊叹的是猫腻对于这么一个大长篇的惊人掌控力，填坑非常之细致，伏笔埋得非常之深，常常大呼“好家伙原来在这里等着呢”。文字风格亦是幽默中带着辛辣，虽然夹带着不少私货，但亦常有发人深思之句
1537,五星的好书
1538,积善之家，必有余庆，留余庆，留余庆，忽遇恩人；幸娘亲，幸娘亲，积得阴功。劝人生，济困扶穷……
1539,来自星星的你天朝穿越版：看着很过瘾
1540,好书，生而为人，首先得做个明白“人”，人所拥有的人性，自己的三观，仁义礼智信在书中都得以体现。雪中的情，庆余年的人生。
1541,真的好长好长……一开始以为是穿越，后来变政斗，再后来成了武侠……最后居然科幻了……五星是敬佩作者写了这么多字质量相对稳定真的太不容易……
1542,期待过高，感觉一般
1543,吃鸡腿的妹纸
1544,朝天子，庆余年。别开生面的武侠笔墨，落在穿越的乱世，最好看的不只是畅快的剧情，而是一个个强烈的人性
1545,很好看的一本架空穿越小说，男主的经历很纠结，作者的文笔很好，王十三郎是我最喜欢的角色，简单强大善良帅
1546,第一次看穿越。有点意思。
1547,开篇还蛮吸引人的，没想到掉进了一个大坑，太长，构思太过宏伟，细节处没法面面俱到。
1548,屌丝一穿越 立成高富帅
1549,再一次重新温习一遍，感觉厉害的作者写起故事的铺垫都这么面面俱到，就感觉好开心啊。这种男性作者写的权谋果然和女性作者写得很不一样，没有女性作者写得那么“无病呻吟”，也没有很压抑的感觉，轻轻松松不知不觉一卷就看完。好开心~
1550,读猫腻的第一本书，后来的那些都没有了第一本读这本书时的惊艳。故事那么长，却又让人觉得一气呵成。猫腻的书很难得的结尾还算没有崩的太厉害的一本。时间过去了那么久，我依然记得15年在大洋上完全没有信号的情况下一遍遍反复读这本书的爱不释手。时间过去那么久，我依然记得陈萍萍的死，那场大雨，那个老人。我太喜欢萍萍了，这个抿着嘴笑的老人。
1551,我喜欢读这一类的小说，小说很不错。
1552,全套读完！好看！
1553,烂
1554,穿越那里扣一点点分，……还好忍住了开头
1555,猫腻给人的感觉就是披着伪文艺青年外衣的yy作家。
1556,一般般
1557,"故事所构建的时局谋略的确很吸引人！
数十年谋一局，一夕收网，帝王心术终是败给了两世为人的范闲，权臣做到如此境界也是够了！"
1558,二刷之后来写这个评论，文笔可以，坑基本都填了，尽管不少不合情理。尽管是双线推进，实际上范闲更像是个被动串场的角色球员，真正唱戏的还是叶轻眉、庆帝、三巨头和丈母娘那一辈人。叶轻眉恣意地扰动天下，庆帝强悍地算尽机关，两人又双双死于亲人之手，当真是一个家庭的悲剧故事。长辈的个性塑造都颇为出色，相比之下范闲、朵朵和十三的性格和气度都太弱。范闲从草甸站起来那一刻，说实话我真没觉得有作者自评的那么有“rise”的感觉。范闲只是在任性，最后的弑父更像是对长辈的叛逆
1560,还是不错的，是讲穿越的吧？中间还有武侠玄幻勾心斗角，不太记得了。会看了一下回到明朝那个叫回到明朝当王爷。。额。。这个貌似是因为主角他妈好牛逼开了个超级富的庆余堂，还有创立了类似锦衣卫的什么部门（头头是个瘸子）哦哦想起来了 他妈是穿越过来的理工科女 箱子里还有把狙击枪 仆人是大宗师境界的瞎子 为了生孩子 非礼了以后的庆帝 生下了主角 最后打的是庆帝吧 不太记得最后了 反正有主角去南极大陆找到个仙山还是什么的
1561,第一遍看觉得庆余年比将夜好看。第二遍看觉得将夜比庆余年好看。
1562,开挂的人生可以任性，故事有些意思，但也有限得仅。
1563,看过的记忆颇为深刻的小说，诡异中不乏磊落，沧桑中不灭赤诚，风格清奇，画面绵长，是猫大作品中最喜欢的一部。
1564,某次老板在饭桌上推荐了，于是特意找来看看。第一卷的故事真心是平淡无奇，设定感觉上也没多大特色，还是说本书的精彩在后面？
1565,实在是太长了，后半部分都很疲了，所以那些个惊天大迷局的揭晓也就丧失了作者原有是我意构；比起大多数网络文字，猫腻多文笔还是不错的，不过还是稍嫌琐碎了
1566,这本书只是想告诉你一个会写字的男人YY起来有多不要脸…
1567,真的很长的一部
1568,牛逼，与催牛逼
1569,很想很值得买的书。
1570,第一本最好看
1571,最近一打老虎就会想到这本书，结尾不喜欢
1572,好故事，文笔也好，必须感谢与我度过那段时光的本书
1573,明明没有必要穿越
1574,断断续续看了七年的书，人生有几个七年。确实是流畅有趣欢乐又燃又有情怀的故事，猫腻大大～
1575,间客之后才看的庆余年，虽然那时候因为一些原因没能全看完，但还是五星推荐。
1576,实在搞不懂长公主想做什么，宰相那边实力太弱了些。
1577,五星级地铁读物。
1578,越看越精彩。
1579,幸好写成架空，刚读完官居一品，和沈默比，范闲就是个幼稚的武夫
